date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:15:05	53119/53119	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2014:31:59%20GMT	http://www.dequinox.in/events/img/portfolio/f.jpg	C:/My%20Web%20Sites/dequinox/www.dequinox.in/events/img/portfolio/f.jpg	(from http://www.dequinox.in/events/index.html)
00:15:08	36868/36868	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Feb%202017%2014:31:59%20GMT	http://www.dequinox.in/events/js/bootstrap.min.js	C:/My%20Web%20Sites/dequinox/www.dequinox.in/events/js/bootstrap.min.js	(from http://www.dequinox.in/events/index.html)
00:15:08	95785/95785	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Feb%202017%2014:31:59%20GMT	http://www.dequinox.in/events/js/jquery.js	C:/My%20Web%20Sites/dequinox/www.dequinox.in/events/js/jquery.js	(from http://www.dequinox.in/events/index.html)
00:15:09	5555/5555	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2020:04:21%20GMT	http://cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.3/jquery.easing.min.js	C:/My%20Web%20Sites/dequinox/cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.3/jquery.easing.min.js	(from http://www.dequinox.in/events/index.html)
00:15:10	1835/1835	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Feb%202017%2014:31:59%20GMT	http://www.dequinox.in/events/js/classie.js	C:/My%20Web%20Sites/dequinox/www.dequinox.in/events/js/classie.js	(from http://www.dequinox.in/events/index.html)
00:15:11	875/875	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Feb%202017%2014:31:59%20GMT	http://www.dequinox.in/events/js/cbpAnimatedHeader.js	C:/My%20Web%20Sites/dequinox/www.dequinox.in/events/js/cbpAnimatedHeader.js	(from http://www.dequinox.in/events/index.html)
00:15:12	2884/2884	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Feb%202017%2014:31:59%20GMT	http://www.dequinox.in/events/js/contact_me.js	C:/My%20Web%20Sites/dequinox/www.dequinox.in/events/js/contact_me.js	(from http://www.dequinox.in/events/index.html)
00:15:13	36171/36171	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Feb%202017%2014:31:59%20GMT	http://www.dequinox.in/events/js/jqBootstrapValidation.js	C:/My%20Web%20Sites/dequinox/www.dequinox.in/events/js/jqBootstrapValidation.js	(from http://www.dequinox.in/events/index.html)
00:15:13	789/789	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Feb%202017%2014:31:59%20GMT	http://www.dequinox.in/events/js/agency.js	C:/My%20Web%20Sites/dequinox/www.dequinox.in/events/js/agency.js	(from http://www.dequinox.in/events/index.html)
00:15:17	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2023%20Feb%202017%2014:31:59%20GMT	http://www.dequinox.in/bootstrap1/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/dequinox/www.dequinox.in/bootstrap1/fonts/glyphicons-halflings-regular.eot	(from http://www.dequinox.in/bootstrap1/css/bootstrap.min.css)
